distance,passengers,hour,weekday,trip_minutes,payment,color,pickup_borough,dropoff_borough,fare,tip,tolls,total
1.38,6,8,Sunday,6.38,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
5.3,1,12,Monday,21.02,credit card,yellow,Manhattan,Manhattan,19.5,4.55,0.0,27.35
0.35,1,9,Monday,9.48,credit card,yellow,Manhattan,Manhattan,7.0,2.58,0.0,12.88
1.96,1,22,Friday,11.62,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,13.8
1.1,1,10,Monday,13.05,credit card,yellow,Manhattan,Manhattan,9.5,3.8,0.0,16.6
1.2,1,9,Thursday,9.25,credit card,yellow,Manhattan,Manhattan,8.0,2.25,0.0,13.55
0.64,5,16,Tuesday,4.12,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,9.3
2.85,1,0,Wednesday,12.63,credit card,yellow,Manhattan,Brooklyn,12.0,3.16,0.0,18.96
1.2,1,21,Tuesday,8.93,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.3
1.25,1,12,Sunday,9.48,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.3
2.92,1,20,Sunday,14.43,credit card,yellow,Manhattan,Manhattan,12.0,3.16,0.0,18.96
0.6,1,16,Tuesday,3.57,credit card,yellow,Manhattan,Manhattan,4.5,1.76,0.0,10.56
5.7,4,22,Friday,20.63,credit card,yellow,Manhattan,Manhattan,19.5,4.66,0.0,27.96
0.53,1,9,Monday,10.05,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,10.8
2.01,1,18,Thursday,16.8,credit card,yellow,Manhattan,Manhattan,12.0,4.08,0.0,20.38
3.35,1,23,Thursday,11.88,credit card,yellow,Manhattan,Manhattan,12.0,3.16,0.0,18.96
2.11,1,20,Thursday,15.88,credit card,yellow,Manhattan,Manhattan,11.0,2.96,0.0,17.76
0.64,1,9,Thursday,9.95,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,10.8
2.28,5,23,Friday,13.07,credit card,yellow,Manhattan,Manhattan,10.0,3.45,0.0,17.25
2.18,1,22,Saturday,10.58,credit card,yellow,Manhattan,Manhattan,9.5,2.66,0.0,15.96
1.72,2,11,Sunday,7.87,credit card,yellow,Manhattan,Manhattan,8.0,2.82,0.0,14.12
3.1,1,0,Friday,13.2,cash,yellow,Manhattan,Manhattan,12.0,0.0,0.0,15.8
0.45,1,17,Monday,3.47,cash,yellow,Manhattan,Manhattan,4.0,0.0,0.0,8.3
0.86,2,23,Friday,9.42,credit card,yellow,Manhattan,Manhattan,7.5,1.0,0.0,12.3
2.89,1,19,Saturday,17.1,credit card,yellow,Manhattan,Manhattan,13.0,3.26,0.0,19.56
4.9,1,17,Wednesday,27.1,credit card,yellow,Manhattan,Manhattan,20.0,4.85,0.0,29.15
2.76,1,10,Saturday,13.7,credit card,yellow,Manhattan,Manhattan,12.0,3.06,0.0,18.36
1.88,1,17,Saturday,13.72,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
1.6,1,18,Monday,8.45,credit card,yellow,Manhattan,Manhattan,8.0,2.45,0.0,14.75
0.8,1,7,Saturday,3.6,credit card,yellow,Manhattan,Manhattan,5.0,1.65,0.0,9.95
12.78,1,7,Thursday,78.27,credit card,yellow,Queens,Manhattan,52.0,11.06,0.0,66.36
0.3,1,8,Thursday,1.63,cash,yellow,Manhattan,Manhattan,3.5,0.0,0.0,6.8
3.56,1,17,Sunday,16.27,credit card,yellow,Manhattan,Brooklyn,14.0,1.5,0.0,18.8
3.38,1,23,Sunday,12.53,credit card,yellow,Manhattan,Manhattan,12.5,2.44,0.0,18.74
3.62,1,3,Sunday,19.83,credit card,yellow,Manhattan,Brooklyn,16.0,3.96,0.0,23.76
1.6,1,13,Saturday,8.68,credit card,yellow,Manhattan,Manhattan,8.5,2.35,0.0,14.15
1.3,2,12,Saturday,10.82,cash,yellow,Manhattan,Manhattan,8.5,0.0,0.0,11.8
1.28,1,22,Thursday,9.33,credit card,yellow,Manhattan,Manhattan,7.5,2.26,0.0,13.56
1.88,1,15,Friday,16.63,credit card,yellow,Manhattan,Manhattan,11.5,4.44,0.0,19.24
3.1,2,18,Thursday,22.63,credit card,yellow,Manhattan,Manhattan,16.5,4.16,0.0,24.96
2.62,1,5,Sunday,12.22,credit card,yellow,Manhattan,Manhattan,11.0,2.0,0.0,16.8
0.91,1,12,Saturday,5.53,credit card,yellow,Manhattan,Manhattan,6.0,1.86,0.0,11.16
1.2,1,8,Monday,19.9,credit card,yellow,Manhattan,Manhattan,13.0,4.05,0.0,20.35
11.8,2,15,Tuesday,37.8,cash,yellow,Queens,Brooklyn,38.5,0.0,0.0,39.3
17.17,1,18,Saturday,36.0,credit card,yellow,Manhattan,Queens,52.0,11.06,0.0,66.36
1.19,2,22,Saturday,5.33,credit card,yellow,Manhattan,Manhattan,6.0,1.96,0.0,11.76
1.12,1,3,Sunday,8.88,credit card,yellow,Manhattan,Manhattan,7.5,2.26,0.0,13.56
3.34,1,19,Friday,13.25,cash,yellow,Manhattan,Queens,13.0,0.0,0.0,17.3
3.1,1,8,Tuesday,25.82,credit card,yellow,Manhattan,Manhattan,17.5,3.12,0.0,23.92
1.55,1,12,Sunday,15.58,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,13.8
2.08,1,23,Thursday,8.33,credit card,yellow,Manhattan,Manhattan,9.0,2.56,0.0,15.36
3.45,3,16,Saturday,32.7,cash,yellow,Manhattan,Manhattan,20.5,0.0,0.0,23.8
8.83,1,9,Saturday,19.32,credit card,yellow,Queens,Manhattan,26.5,7.11,5.76,42.67
1.0,1,7,Monday,6.48,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
0.8,1,20,Thursday,5.5,credit card,yellow,Manhattan,Manhattan,5.5,2.79,0.0,12.09
0.98,1,16,Monday,4.07,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,9.3
5.73,5,12,Wednesday,19.42,credit card,yellow,Manhattan,Manhattan,20.0,5.82,0.0,29.12
2.4,1,14,Tuesday,11.2,credit card,yellow,Manhattan,Manhattan,11.0,3.55,0.0,17.85
1.45,1,10,Friday,11.55,credit card,yellow,Manhattan,Manhattan,9.0,0.0,0.0,12.3
0.68,1,22,Wednesday,5.33,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
3.44,5,9,Tuesday,22.08,credit card,yellow,Manhattan,Manhattan,15.5,1.0,0.0,19.8
2.94,5,21,Monday,12.87,credit card,yellow,Manhattan,Brooklyn,12.0,3.16,0.0,18.96
3.24,2,21,Friday,14.5,credit card,yellow,Manhattan,Manhattan,13.0,2.0,0.0,18.8
4.29,1,1,Thursday,10.17,cash,yellow,Manhattan,Bronx,14.0,0.0,0.0,17.8
2.2,1,14,Sunday,14.8,credit card,yellow,Manhattan,Manhattan,11.5,2.96,0.0,17.76
0.54,1,23,Tuesday,2.43,cash,yellow,Manhattan,Manhattan,4.0,0.0,0.0,7.8
0.8,3,18,Wednesday,11.17,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,12.3
2.13,3,18,Monday,12.62,credit card,yellow,Queens,Queens,10.5,0.0,0.0,14.25
1.07,6,8,Tuesday,6.62,credit card,yellow,Manhattan,Manhattan,6.5,1.46,0.0,8.76
9.38,1,11,Saturday,27.38,credit card,yellow,Queens,Manhattan,28.5,7.51,5.76,45.07
1.0,1,9,Saturday,6.4,cash,yellow,Queens,Queens,6.5,0.0,0.0,7.3
1.2,1,12,Saturday,9.83,credit card,yellow,Manhattan,Manhattan,8.5,2.36,0.0,14.16
2.15,1,9,Wednesday,15.0,credit card,yellow,Manhattan,Manhattan,12.0,3.06,0.0,18.36
3.9,2,19,Wednesday,19.22,credit card,yellow,Manhattan,Manhattan,16.5,4.16,0.0,24.96
1.2,0,21,Sunday,6.53,credit card,yellow,Manhattan,Manhattan,7.0,2.15,0.0,12.95
3.8,1,18,Tuesday,17.2,credit card,yellow,Manhattan,Brooklyn,15.0,5.01,5.76,30.07
2.11,1,11,Thursday,13.9,credit card,yellow,Manhattan,Manhattan,11.0,3.58,0.0,17.88
1.74,6,14,Monday,17.72,credit card,yellow,Manhattan,Manhattan,11.5,2.96,0.0,17.76
8.8,1,20,Sunday,22.65,credit card,yellow,Queens,Manhattan,27.0,4.0,5.76,40.56
1.31,1,19,Friday,7.08,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,11.3
4.8,2,17,Thursday,32.88,credit card,yellow,Manhattan,Queens,21.5,5.16,0.0,30.96
1.2,1,15,Saturday,7.75,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
3.93,1,8,Thursday,39.0,credit card,yellow,Manhattan,Manhattan,24.5,5.56,0.0,33.36
1.82,1,20,Wednesday,10.65,cash,yellow,Manhattan,Manhattan,8.5,0.0,0.0,12.3
1.7,1,19,Saturday,11.68,credit card,yellow,Manhattan,Manhattan,9.5,2.55,0.0,15.35
4.33,1,14,Saturday,28.82,credit card,yellow,Manhattan,Manhattan,20.5,4.76,0.0,28.56
1.9,1,9,Wednesday,23.63,credit card,yellow,Manhattan,Manhattan,14.5,3.55,0.0,21.35
1.32,1,10,Sunday,8.4,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
0.42,1,15,Sunday,5.15,credit card,yellow,Manhattan,Manhattan,5.0,1.66,0.0,9.96
1.03,1,13,Tuesday,6.47,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
1.92,2,8,Wednesday,21.07,credit card,yellow,Manhattan,Manhattan,13.5,2.86,0.0,17.16
2.51,5,11,Friday,20.98,cash,yellow,Manhattan,Manhattan,14.5,0.0,0.0,17.8
17.1,1,9,Wednesday,52.62,cash,yellow,Manhattan,Queens,52.0,0.0,0.0,55.3
1.71,1,19,Saturday,14.87,credit card,yellow,Manhattan,Manhattan,11.0,0.0,0.0,14.3
1.02,1,19,Saturday,6.02,credit card,yellow,Manhattan,Manhattan,6.5,3.0,0.0,12.8
0.8,0,12,Thursday,6.45,credit card,yellow,Manhattan,Manhattan,6.0,1.85,0.0,11.15
2.3,2,10,Saturday,16.95,credit card,yellow,Manhattan,Manhattan,12.5,3.16,0.0,18.96
2.86,1,12,Monday,14.82,credit card,yellow,Manhattan,Manhattan,12.5,3.16,0.0,18.96
1.3,1,14,Saturday,11.87,credit card,yellow,Manhattan,Manhattan,9.0,2.45,0.0,14.75
3.0,1,17,Wednesday,25.02,credit card,yellow,Manhattan,Manhattan,17.0,2.5,0.0,23.8
2.83,1,17,Monday,14.18,cash,yellow,Manhattan,Manhattan,12.0,0.0,0.0,16.3
1.4,2,20,Wednesday,10.03,cash,yellow,Brooklyn,Brooklyn,8.0,0.0,0.0,9.3
0.51,1,9,Saturday,1.18,credit card,yellow,Manhattan,Manhattan,3.5,1.36,0.0,8.16
1.25,1,19,Saturday,11.48,credit card,yellow,Manhattan,Manhattan,8.5,1.0,0.0,12.8
2.34,1,23,Friday,23.05,credit card,yellow,Manhattan,Manhattan,15.5,0.0,0.0,19.3
2.18,1,0,Wednesday,10.45,credit card,yellow,Manhattan,Manhattan,10.0,2.82,0.0,14.12
7.31,1,14,Friday,33.87,cash,yellow,Manhattan,Brooklyn,27.0,0.0,5.76,36.06
0.95,5,7,Friday,6.38,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
1.57,1,7,Friday,9.92,credit card,yellow,Manhattan,Manhattan,8.5,2.36,0.0,14.16
1.28,5,20,Tuesday,6.37,credit card,yellow,Manhattan,Manhattan,6.5,2.06,0.0,12.36
2.0,2,9,Wednesday,14.87,credit card,yellow,Manhattan,Manhattan,11.0,2.85,0.0,17.15
0.65,1,9,Sunday,3.28,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
1.4,1,0,Sunday,7.33,cash,yellow,Queens,Brooklyn,7.0,0.0,0.0,8.3
1.74,1,19,Sunday,6.27,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
1.6,1,13,Friday,14.57,credit card,yellow,Manhattan,Manhattan,10.0,2.65,0.0,15.95
9.1,0,9,Monday,35.87,credit card,yellow,Queens,Manhattan,31.5,8.1,5.76,48.66
1.11,1,11,Saturday,6.67,credit card,yellow,Manhattan,Manhattan,6.5,2.94,0.0,12.74
10.0,1,22,Thursday,49.22,cash,yellow,Manhattan,Brooklyn,38.0,0.0,0.0,41.8
1.47,1,20,Tuesday,7.18,credit card,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.3
2.39,6,19,Thursday,11.12,credit card,yellow,Manhattan,Queens,10.5,2.96,0.0,17.76
1.7,1,8,Monday,17.08,cash,yellow,Manhattan,Manhattan,11.5,0.0,0.0,14.8
2.11,1,16,Thursday,28.43,credit card,yellow,Manhattan,Manhattan,17.5,2.0,0.0,23.8
0.8,3,16,Sunday,3.55,credit card,yellow,Manhattan,Manhattan,5.0,1.65,0.0,9.95
0.33,1,20,Friday,3.7,credit card,yellow,Manhattan,Manhattan,4.0,0.8,0.0,8.6
1.6,1,11,Monday,14.97,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,13.8
3.1,1,17,Wednesday,12.0,cash,yellow,Manhattan,Manhattan,12.0,0.0,0.0,16.3
2.1,1,10,Friday,24.3,credit card,yellow,Manhattan,Manhattan,16.0,3.85,0.0,23.15
2.0,1,15,Thursday,22.65,credit card,yellow,Manhattan,Manhattan,14.5,3.55,0.0,21.35
2.87,1,23,Wednesday,18.5,credit card,yellow,Manhattan,Manhattan,13.5,3.46,0.0,20.76
8.3,1,22,Sunday,36.38,credit card,yellow,Manhattan,Brooklyn,29.5,6.65,0.0,39.95
8.49,2,15,Sunday,21.28,credit card,yellow,Manhattan,Manhattan,26.0,7.32,0.0,36.62
0.94,2,18,Tuesday,5.22,credit card,yellow,Manhattan,Manhattan,6.0,2.06,0.0,12.36
9.85,1,15,Tuesday,43.25,credit card,yellow,Manhattan,Queens,36.0,5.0,5.76,50.06
0.6,1,23,Friday,4.08,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.8
0.9,1,13,Wednesday,13.6,credit card,yellow,Manhattan,Manhattan,9.5,2.56,0.0,15.36
0.97,1,14,Tuesday,5.32,credit card,yellow,Manhattan,Manhattan,6.0,2.32,0.0,11.62
21.27,2,7,Sunday,29.83,credit card,yellow,Queens,Brooklyn,56.0,5.0,0.0,61.8
1.14,1,7,Wednesday,4.75,credit card,yellow,Manhattan,Manhattan,6.0,1.86,0.0,11.16
1.8,1,9,Tuesday,24.05,credit card,yellow,Manhattan,Manhattan,15.0,2.0,0.0,20.3
2.0,2,3,Friday,7.35,credit card,yellow,Manhattan,Manhattan,8.5,1.0,0.0,13.3
0.16,1,11,Sunday,7.85,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
0.8,1,17,Wednesday,7.78,credit card,yellow,Manhattan,Manhattan,6.5,2.15,0.0,12.95
1.6,1,7,Friday,12.18,cash,yellow,Manhattan,Manhattan,9.5,0.0,0.0,12.8
3.58,4,19,Thursday,20.38,credit card,yellow,Manhattan,Manhattan,15.0,3.86,0.0,23.16
19.43,1,5,Wednesday,39.98,credit card,yellow,Queens,Manhattan,52.0,12.21,5.76,73.27
3.46,1,17,Wednesday,16.23,cash,yellow,Manhattan,Manhattan,14.0,0.0,0.0,18.3
4.68,1,19,Saturday,12.45,cash,yellow,Queens,Queens,15.5,0.0,0.0,16.3
1.8,1,19,Friday,8.93,credit card,yellow,Manhattan,Manhattan,8.5,3.2,0.0,16.0
1.74,1,23,Friday,11.83,credit card,yellow,Manhattan,Manhattan,9.0,2.56,0.0,15.36
2.7,1,11,Wednesday,22.53,credit card,yellow,Manhattan,Manhattan,16.0,4.8,0.0,24.1
2.07,1,16,Tuesday,12.93,credit card,yellow,Manhattan,Manhattan,10.5,2.46,0.0,14.76
3.51,1,14,Saturday,24.5,cash,yellow,Manhattan,Manhattan,17.5,0.0,0.0,20.8
1.58,1,17,Sunday,7.7,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,10.8
0.6,1,16,Friday,4.87,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,9.3
0.92,1,20,Friday,3.45,credit card,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.8
3.54,5,8,Wednesday,15.05,credit card,yellow,Manhattan,Manhattan,14.5,4.45,0.0,22.25
6.7,1,21,Thursday,32.95,credit card,yellow,Manhattan,Brooklyn,25.5,6.0,0.0,35.3
4.43,1,14,Tuesday,22.25,credit card,yellow,Manhattan,Queens,18.0,0.0,0.0,18.8
2.0,1,12,Friday,13.35,credit card,yellow,Manhattan,Manhattan,11.0,2.15,0.0,16.45
18.47,2,21,Sunday,29.43,cash,yellow,Queens,Queens,52.0,0.0,0.0,52.8
6.15,2,23,Wednesday,11.95,cash,yellow,Queens,Queens,18.5,0.0,0.0,19.8
1.21,6,19,Tuesday,10.2,credit card,yellow,Manhattan,Manhattan,8.0,2.46,0.0,14.76
0.5,1,7,Wednesday,3.55,credit card,yellow,Manhattan,Manhattan,4.5,1.0,0.0,8.8
2.17,1,19,Monday,17.5,credit card,yellow,Manhattan,Manhattan,12.0,1.0,0.0,17.3
0.51,1,7,Friday,4.77,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.3
1.25,1,14,Tuesday,17.93,credit card,yellow,Manhattan,Manhattan,12.0,3.82,0.0,19.12
2.1,1,0,Sunday,13.12,credit card,yellow,Manhattan,Manhattan,10.5,2.85,0.0,17.15
0.59,1,18,Wednesday,3.88,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,8.8
1.12,1,1,Friday,5.57,credit card,yellow,Manhattan,Manhattan,6.0,1.96,0.0,11.76
1.36,1,23,Friday,9.05,credit card,yellow,Manhattan,Manhattan,8.0,2.36,0.0,14.16
0.56,1,16,Sunday,4.25,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
3.5,1,22,Saturday,13.67,credit card,yellow,Manhattan,Manhattan,12.5,3.25,0.0,19.55
12.5,1,18,Sunday,45.77,credit card,yellow,Queens,Brooklyn,41.0,8.35,0.0,50.15
0.45,2,20,Friday,4.27,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,5.8
0.7,1,10,Friday,8.23,credit card,yellow,Manhattan,Manhattan,6.5,1.95,0.0,11.75
1.4,1,16,Thursday,17.62,credit card,yellow,Manhattan,Manhattan,11.5,1.2,0.0,17.0
5.8,3,23,Saturday,25.13,credit card,yellow,Manhattan,Manhattan,21.5,5.05,0.0,30.35
1.6,1,14,Tuesday,10.37,credit card,yellow,Manhattan,Manhattan,9.0,2.45,0.0,14.75
1.7,5,20,Wednesday,17.45,cash,yellow,Manhattan,Manhattan,11.5,0.0,0.0,15.3
7.89,5,8,Saturday,19.67,credit card,yellow,Queens,Brooklyn,24.0,5.0,0.0,29.8
1.46,2,21,Friday,8.53,credit card,yellow,Manhattan,Manhattan,8.0,2.36,0.0,14.16
1.7,2,11,Sunday,13.67,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,13.3
4.69,1,12,Sunday,10.43,credit card,yellow,Manhattan,Manhattan,15.0,3.66,0.0,21.96
1.7,1,21,Wednesday,10.4,credit card,yellow,Manhattan,Manhattan,9.0,3.2,0.0,16.0
0.29,1,23,Monday,2.58,cash,yellow,Manhattan,Manhattan,3.5,0.0,0.0,7.3
2.3,5,8,Friday,14.82,credit card,yellow,Manhattan,Manhattan,11.5,2.96,0.0,17.76
0.8,5,21,Friday,9.85,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.8
1.5,1,11,Tuesday,20.53,credit card,yellow,Manhattan,Manhattan,13.5,3.36,0.0,20.16
1.82,1,19,Monday,7.9,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,12.3
5.3,1,9,Friday,25.18,credit card,yellow,Manhattan,Manhattan,22.0,6.3,0.0,31.6
0.7,1,6,Friday,5.43,credit card,yellow,Manhattan,Manhattan,5.5,1.75,0.0,10.55
0.97,6,22,Thursday,9.07,credit card,yellow,Manhattan,Manhattan,7.0,2.16,0.0,12.96
0.55,2,15,Saturday,3.82,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,11.31
13.88,1,17,Tuesday,32.22,credit card,yellow,Queens,Queens,40.5,0.0,0.0,42.3
0.6,2,3,Sunday,5.63,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.8
3.15,2,15,Sunday,22.15,cash,yellow,Manhattan,Manhattan,15.5,0.0,0.0,18.8
0.3,1,18,Saturday,1.78,credit card,yellow,Manhattan,Manhattan,3.5,1.35,0.0,8.15
3.98,2,19,Saturday,22.2,cash,yellow,Manhattan,Manhattan,17.5,0.0,0.0,20.8
2.5,1,9,Monday,14.17,credit card,yellow,Manhattan,Manhattan,11.5,2.96,0.0,17.76
4.31,1,23,Sunday,15.02,cash,yellow,Manhattan,Manhattan,15.0,0.0,0.0,18.8
1.46,1,11,Monday,11.33,credit card,yellow,Manhattan,Manhattan,9.0,2.0,0.0,14.3
1.52,1,20,Sunday,6.52,credit card,yellow,Manhattan,Manhattan,6.5,2.06,0.0,12.36
1.26,2,23,Friday,4.35,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.8
4.11,1,22,Saturday,21.48,cash,yellow,Manhattan,Manhattan,15.5,0.0,0.0,19.3
2.89,6,11,Saturday,10.15,credit card,yellow,Queens,Manhattan,11.0,5.0,0.0,19.3
1.9,1,21,Saturday,6.53,credit card,yellow,Manhattan,Manhattan,8.5,0.0,0.0,12.3
1.89,2,16,Friday,8.22,cash,yellow,Queens,Manhattan,52.0,0.0,5.76,65.56
1.6,1,9,Friday,27.43,credit card,yellow,Manhattan,Manhattan,17.0,4.06,0.0,24.36
2.19,1,10,Saturday,9.02,credit card,yellow,Manhattan,Manhattan,9.0,3.08,0.0,15.38
2.49,1,1,Sunday,11.4,credit card,yellow,Manhattan,Brooklyn,11.0,2.96,0.0,17.76
2.11,1,4,Friday,5.67,credit card,yellow,Manhattan,Manhattan,7.5,2.26,0.0,13.56
3.11,3,22,Monday,17.22,credit card,yellow,Manhattan,Manhattan,14.0,3.56,0.0,21.36
0.44,1,16,Thursday,3.0,cash,yellow,Manhattan,Manhattan,4.0,0.0,0.0,8.3
3.4,1,8,Friday,20.8,credit card,yellow,Queens,Queens,15.5,3.25,0.0,19.55
0.99,1,15,Friday,6.38,credit card,yellow,Manhattan,Manhattan,6.0,1.86,0.0,11.16
1.39,1,7,Wednesday,12.2,credit card,yellow,Manhattan,Manhattan,9.5,2.56,0.0,15.36
19.25,5,16,Wednesday,66.08,credit card,yellow,Manhattan,Queens,52.0,13.11,5.76,78.67
1.9,5,8,Friday,10.27,credit card,yellow,Manhattan,Manhattan,9.0,1.0,0.0,13.3
1.19,1,23,Tuesday,5.67,credit card,yellow,Manhattan,Manhattan,6.0,1.96,0.0,11.76
0.99,1,18,Tuesday,13.12,credit card,yellow,Manhattan,Manhattan,9.0,2.66,0.0,15.96
1.1,1,16,Monday,9.15,credit card,yellow,Manhattan,Manhattan,7.5,2.95,0.0,14.75
0.3,1,13,Tuesday,1.37,credit card,yellow,Manhattan,Manhattan,3.0,1.25,0.0,7.55
22.47,1,19,Wednesday,38.85,cash,yellow,Queens,Bronx,59.5,0.0,5.76,67.06
2.56,1,23,Wednesday,9.77,credit card,yellow,Manhattan,Manhattan,10.0,4.14,0.0,17.94
5.3,1,21,Tuesday,26.83,credit card,yellow,Manhattan,Brooklyn,20.5,3.0,0.0,27.3
8.8,1,14,Thursday,34.95,credit card,yellow,Manhattan,Queens,28.5,7.5,5.76,45.06
0.87,1,17,Friday,9.2,credit card,yellow,Manhattan,Manhattan,7.5,2.36,0.0,14.16
4.65,1,2,Sunday,17.18,credit card,yellow,Brooklyn,Manhattan,17.0,4.16,0.0,24.96
1.91,1,19,Friday,17.38,credit card,yellow,Manhattan,Manhattan,12.0,3.26,0.0,19.56
0.55,1,18,Sunday,3.3,credit card,yellow,Manhattan,Manhattan,4.0,1.46,0.0,8.76
1.0,1,6,Wednesday,4.55,credit card,yellow,Manhattan,Manhattan,5.5,1.75,0.0,10.55
1.15,6,20,Saturday,6.78,credit card,yellow,Manhattan,Manhattan,6.5,2.06,0.0,12.36
1.8,1,11,Friday,14.48,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
1.31,2,9,Wednesday,15.77,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
0.89,5,20,Tuesday,4.97,credit card,yellow,Manhattan,Manhattan,5.5,1.4,0.0,10.7
2.8,1,13,Saturday,22.87,credit card,yellow,Manhattan,Manhattan,15.0,0.0,0.0,18.3
0.8,1,20,Monday,5.62,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,9.3
1.1,1,11,Sunday,8.73,credit card,yellow,Manhattan,Manhattan,7.0,2.05,0.0,12.35
0.74,1,10,Monday,12.72,credit card,yellow,Manhattan,Manhattan,9.0,2.46,0.0,14.76
7.8,2,18,Sunday,15.68,credit card,yellow,Manhattan,Manhattan,22.0,5.05,0.0,30.35
18.0,1,15,Saturday,55.55,credit card,yellow,Queens,Manhattan,52.0,12.2,5.76,73.26
2.47,1,21,Thursday,16.02,credit card,yellow,Manhattan,Manhattan,12.0,2.37,0.0,18.17
0.85,5,14,Tuesday,6.22,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,6.8
1.2,1,15,Friday,8.23,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,10.8
1.0,1,20,Saturday,7.98,credit card,yellow,Manhattan,Manhattan,7.0,2.7,0.0,13.5
2.4,1,0,Sunday,15.2,credit card,yellow,Manhattan,Manhattan,11.5,3.05,0.0,18.35
1.13,3,6,Monday,3.93,cash,yellow,Queens,Queens,5.5,0.0,0.0,6.3
2.7,1,10,Tuesday,21.83,credit card,yellow,Manhattan,Manhattan,16.0,3.47,0.0,22.77
0.6,1,16,Wednesday,5.03,credit card,yellow,Manhattan,Manhattan,5.0,1.86,0.0,11.16
0.62,1,4,Friday,4.17,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.8
0.7,2,18,Sunday,11.6,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.3
4.1,1,7,Monday,15.53,credit card,yellow,Brooklyn,Manhattan,14.5,4.0,0.0,21.8
0.8,2,22,Saturday,4.72,credit card,yellow,Manhattan,Manhattan,5.0,1.0,0.0,9.8
1.0,4,2,Saturday,7.02,credit card,yellow,Manhattan,Manhattan,7.0,2.15,0.0,12.95
4.83,1,8,Wednesday,16.72,credit card,yellow,Manhattan,Manhattan,17.0,0.0,0.0,17.8
2.81,1,21,Thursday,13.4,credit card,yellow,Manhattan,Manhattan,11.5,1.7,0.0,17.0
1.34,1,7,Tuesday,10.23,credit card,yellow,Manhattan,Manhattan,8.5,2.36,0.0,14.16
0.98,2,21,Sunday,5.98,credit card,yellow,Manhattan,Manhattan,6.0,1.96,0.0,11.76
0.9,0,15,Monday,4.17,credit card,yellow,Queens,Queens,5.5,1.25,0.0,7.55
0.94,1,12,Wednesday,3.13,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
0.99,1,9,Sunday,4.47,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,8.8
3.5,0,17,Friday,26.18,credit card,yellow,Manhattan,Manhattan,17.5,3.0,0.0,24.8
1.42,1,14,Sunday,15.38,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,13.8
1.2,1,14,Friday,5.63,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
3.04,2,6,Tuesday,11.37,credit card,yellow,Manhattan,Manhattan,11.5,2.96,0.0,17.76
